Movie,trunc,Release Date,Distributor,Genre
Fireproof,Fireproof,"Sep 26, 2008",Samuel Goldwyn Films,Drama
Paa,Paa,"Dec 4, 2009",Big Pictures,Comedy
Main Aurr Mrs. Khanna,Main Aurr Mrs. Khann,"Oct 16, 2009",UTV Communications,Romantic Comedy
Herb & Dorothy,Herb & Dorothy,"Jun 5, 2009",Arthouse Films,Documentary
The Boy in the Striped Pajamas,The Boy in the Strip,"Nov 7, 2008",Miramax,Drama
Shrink,Shrink,"Jul 24, 2009",Roadside Attractions,Drama
The Golden Boys,The Golden Boys,"Apr 17, 2009",Roadside Attractions,
Galapagos,Galapagos,"Oct 29, 1999",IMAX Films,Documentary
Passport to Love,Passport to Love,"Oct 9, 2009",Variance Films/Ev…,
Fuel,Fuel,"Nov 14, 2008",Blue Water Entert…,Documentary
Still Walking,Still Walking,"Aug 28, 2009",IFC Films,Drama
Outlander,Outlander,"Jan 23, 2009",Third Rail,Action
Youssou N'Dour: I Bring Wha…,Youssou N'Dour: I Br,"Jun 12, 2009",Shadow,Documentary
Rocket Singh: Salesman of t…,Rocket Singh: Salesm,"Dec 11, 2009",Yash Raj Films,Comedy
Crude,Crude,"Sep 9, 2009",First Run Features,Documentary
The Yes Men Fix the World,The Yes Men Fix the ,"Oct 7, 2009",Shadow,Documentary
Tulpan,Tulpan,"Apr 1, 2009",Zeitgeist,Comedy
Zack and Miri Make a Porno,Zack and Miri Make a,"Oct 31, 2008",Weinstein Co.,Comedy
Brothers at War,Brothers at War,"Mar 13, 2009",,Documentary
Hunger,Hunger,"Dec 5, 2008",IFC Films,Drama
The Other Man,The Other Man,"Sep 11, 2009",Image Entertainment,Drama
Flammen og Citronen,Flammen og Citronen,"Jul 31, 2009",IFC Films,Thriller/Suspense
Free Style,Free Style,"Oct 9, 2009",Samuel Goldwyn Films,
Art & Copy,Art & Copy,"Aug 21, 2009",Seventh Art Relea…,Documentary
The Horse Boy,The Horse Boy,"Sep 11, 2009",Zeitgeist,Documentary
35 Shots of Rum,35 Shots of Rum,"Sep 18, 2009",Cinema Guild,Drama
Appaloosa,Appaloosa,"Sep 19, 2008",Warner Bros.,Western
Fados,Fados,"Mar 6, 2009",Zeitgeist,Drama
Amarcord,Amarcord,"Sep 19, 1974",,Comedy
12,12,"Mar 4, 2009",Sony Pictures Cla…,Thriller/Suspense
"War Eagle, Arkansas","War Eagle, Arkansas","Jun 12, 2009",Empire Pictures,Drama
Street Dreams,Street Dreams,"Jun 12, 2009",Slowhand Cinema,
Carriers,Carriers,"Sep 4, 2009",Paramount Vantage,Thriller/Suspense
All the Best: Fun Begins,All the Best: Fun Be,"Oct 16, 2009",Yash Raj Films,Comedy
Examined Life,Examined Life,"Feb 25, 2009",Zeitgeist,Documentary
Katyn,Katyn,"Feb 18, 2009",Lorber Films,Drama
El delfín: La historia de u…,El delfín: La histor,,,Adventure
The Song of Sparrows,The Song of Sparrows,"Apr 3, 2009",Regent Releasing,Drama
Throw Down Your Heart,Throw Down Your Hear,"Mar 13, 2009",Argot Pictures,Documentary
Gentlemen Broncos,Gentlemen Broncos,"Oct 30, 2009",Fox Searchlight,Comedy
Ballerina,Ballerina,"Jan 16, 2009",First Run Features,Documentary
Rolling,Rolling,"Apr 3, 2009",Indican Pictures,Drama
Monster Beach Party,Monster Beach Party,"Apr 10, 2009",Indican Pictures,Comedy
Medicine for Melancholy,Medicine for Melanch,"Jan 30, 2009",IFC Films,Drama
Irene in Time,Irene in Time,"Jun 19, 2009",Rainbow Releasing,Drama
Evangelion: 1.0 You Are (No…,Evangelion: 1.0 You ,"Jul 3, 2009",Eleven Arts,Adventure
The Way We Get By,The Way We Get By,"Jul 17, 2009",International Fil…,Documentary
Bronson,Bronson,"Oct 9, 2009",Magnolia Pictures,Drama
Alien Trespass,Alien Trespass,"Apr 3, 2009",Roadside Attractions,Comedy
Cherry Blossoms,Cherry Blossoms,"Jan 16, 2009",Strand Releasing,Drama
Gigantic,Gigantic,"Apr 3, 2009",First Independent…,Comedy
Ong-Bak 2,Ong-Bak 2,"Oct 23, 2009",Magnolia Pictures,Action
Afghan Star,Afghan Star,"Jun 26, 2009",Zeitgeist,Documentary
"House of the Devil, The","House of the Devil, ","Oct 30, 2009",Magnolia Pictures,Horror
No Impact Man,No Impact Man,"Sep 11, 2009",Oscilloscope Pict…,Documentary
Nothing Like the Holidays,Nothing Like the Hol,"Dec 12, 2008",Overture Films,Comedy
Into Temptation,Into Temptation,"Aug 28, 2009",,
The Headless Woman,The Headless Woman,"Aug 19, 2009",Strand Releasing,Drama
Made in U.S.A. (1967) (Re-R…,Made in U.S.A. (1967,"Jan 9, 2009",Rialto Pictures,Drama
Motherhood,Motherhood,"Oct 23, 2009",Freestyle Releasing,Comedy
Under Our Skin,Under Our Skin,"Jun 17, 2009",Shadow,Documentary
The Little Traitor,The Little Traitor,"Oct 16, 2009",Westchester Films,Drama
Cloud 9,Cloud 9,"Aug 14, 2009",,
The White Ribbon,The White Ribbon,"Dec 30, 2009",Sony Pictures Cla…,Drama
Z,Z,"Mar 13, 2009",,Thriller/Suspense
Igor,Igor,"Sep 19, 2008",MGM,Adventure
The Mysteries of Pittsburgh,The Mysteries of Pit,"Apr 10, 2009",Peace Arch Releasing,Drama
Sleep Dealer,Sleep Dealer,"Apr 17, 2009",Maya Releasing,Thriller/Suspense
La Boheme,La Boheme,"Sep 25, 2009",Emerging Pictures,
Body of Lies,Body of Lies,"Oct 10, 2008",Warner Bros.,Thriller/Suspense
Visual Acoustics,Visual Acoustics,"Oct 9, 2009",Arthouse Films,Documentary
Phoebe in Wonderland,Phoebe in Wonderland,"Mar 6, 2009",ThinkFilm,Drama
Crips and Bloods: Made in A…,Crips and Bloods: Ma,"Jan 30, 2009",Argot Pictures,
Disgrace,Disgrace,"Sep 18, 2009",Paladin,Drama
Rashomon,Rashomon,"May 29, 2009",Janus Films,Drama
A Christmas Tale,A Christmas Tale,"Nov 14, 2008",IFC Films,Drama
White On Rice,White On Rice,"Sep 11, 2009",Variance Films,Romantic Comedy
After Dark's Horrorfest III,After Dark's Horrorf,"Jan 9, 2009",After Dark,Horror
Julia,Julia,"May 8, 2009",Magnolia Pictures,Thriller/Suspense
The Secrets,The Secrets,"Nov 26, 2008",Monterey Media,Drama
Serbis,Serbis,"Jan 30, 2009",Regent Releasing,Drama
The Providence Effect,The Providence Effec,"Sep 25, 2009",,
Skills Like This,Skills Like This,"Mar 20, 2009",Shadow,Comedy
"Lord, Save Us From Your Fol…","Lord, Save Us From Y","Jun 13, 2008",Thunderstruck Films,Documentary
Tell No One,Tell No One,"Jul 4, 2008",Music Box Films,Thriller/Suspense
One Day You'll Understand,One Day You'll Under,"Oct 31, 2008",Kino International,Drama
Soul Men,Soul Men,"Nov 7, 2008",MGM,Comedy
Treeless Mountain,Treeless Mountain,"Apr 22, 2009",Oscilloscope Pict…,
Silent Light,Silent Light,"Jan 9, 2009",Pallisades Tartan,Drama
Jerichow,Jerichow,"May 15, 2009",Cinema Guild,Drama
William Kunstler: Disturbin…,William Kunstler: Di,"Nov 13, 2009",Arthouse Films,Documentary
Collapse,Collapse,"Nov 6, 2009",Vitagraph Films,Documentary
The Boys: The Sherman Broth…,The Boys: The Sherma,"May 22, 2009",,Documentary
In a Dream,In a Dream,"Apr 10, 2009",International Fil…,Documentary
Opa!,Opa!,"Oct 16, 2009",Cinedigm,
Human Condition Trilogy,Human Condition Tril,"Jul 18, 2008",Janus Films,Drama
Somers Town,Somers Town,"Jul 17, 2009",Film Movement,Comedy
Bart Got a Room,Bart Got a Room,"Apr 3, 2009",Anchor Bay Entert…,Comedy
Mystery Team,Mystery Team,"Aug 28, 2009",Roadside Attractions,Comedy
Not Forgotten,Not Forgotten,"May 15, 2009",Anchor Bay Entert…,Thriller/Suspense
Burma VJ,Burma VJ,"May 20, 2009",Oscilloscope Pict…,
$9.99,$9.99,"Dec 12, 2008",Regent Releasing,Drama
Trucker,Trucker,"Oct 9, 2009",Monterey Media,Drama
Broken Hill,Broken Hill,"Sep 11, 2009",Audience Alliance,Drama
The Country Teacher,The Country Teacher,"Mar 27, 2009",Film Movement,Drama
Dalai Lama Renaissance,Dalai Lama Renaissan,"May 21, 2008",Self Distributed,Documentary
"Police, Adjective","Police, Adjective","Dec 23, 2009",,Drama
Nights in Rodanthe,Nights in Rodanthe,"Sep 26, 2008",Warner Bros.,Drama
That Evening Sun,That Evening Sun,"Nov 6, 2009",Freestyle Releasing,Drama
Love N' Dancing,Love N' Dancing,"May 8, 2009",Screen Media Films,Musical
Killing Kasztner,Killing Kasztner,"Oct 23, 2009",GR Films,
Owl and the Sparrow,Owl and the Sparrow,"Jan 16, 2009",Wave Releasing,Drama
Dead Snow,Dead Snow,"Jun 19, 2009",IFC Films,Black Comedy
American Casino,American Casino,"Aug 14, 2009",Argot Pictures,Documentary
Casi Divas,Casi Divas,"Aug 21, 2009",Maya Releasing,
Brighton Rock,Brighton Rock,"Jun 19, 2009",Rialto Pictures,
Until the Light Takes Us,Until the Light Take,"Nov 20, 2009",Variance Films,Documentary
Just Another Love Story,Just Another Love St,"Jan 9, 2009",Koch Lorber Films,Drama
The Sun,The Sun,"Nov 18, 2009",Lorber Films,Drama
A Secret,A Secret,"Sep 10, 2008",Strand Releasing,Drama
Pressure Cooker,Pressure Cooker,"May 27, 2009",Bev Pictures,Documentary
We Live in Public,We Live in Public,"Aug 28, 2009",Abramorama Films,Documentary
Four Seasons Lodge,Four Seasons Lodge,"Nov 11, 2009",,
The End of Poverty?,The End of Poverty?,"Nov 13, 2009",Cinema Libre,Documentary
Beeswax,Beeswax,"Aug 7, 2009",Cinema Guild,Comedy
Three Monkeys,Three Monkeys,"Mar 27, 2009",Zeitgeist,
Big Man Japan,Big Man Japan,"May 15, 2009",Magnolia Pictures,Comedy
Absurdistan,Absurdistan,"Feb 6, 2009",First Run Features,Comedy
The Legend of God's Gun,The Legend of God's ,"Jul 18, 2008",Indican Pictures,Western
Eagle Eye,Eagle Eye,"Sep 26, 2008",Paramount Pictures,Thriller/Suspense
The Slammin' Salmon,The Slammin' Salmon,"Dec 11, 2009",Anchor Bay Entert…,Comedy
One Day You'll Understand,One Day You'll Under,"Nov 21, 2008",City Lights Pictures,Drama
How About You,How About You,"Nov 14, 2008",Strand Releasing,Drama
Oh My God,Oh My God,"Nov 13, 2009",Mitropoulos Films,Documentary
Pray the Devil Back to Hell,Pray the Devil Back ,"Nov 7, 2008",Balcony Releasing,Documentary
Bliss,Bliss,"Aug 7, 2009",First Run Features,Drama
Uncertainty,Uncertainty,"Nov 13, 2009",IFC Films,Drama
Yaavarum Nalam,Yaavarum Nalam,"Mar 6, 2009",Big Pictures,Horror
Were the World Mine,Were the World Mine,"Oct 31, 2008",SPEAKproductions,Musical
The Cake Eaters,The Cake Eaters,"Mar 9, 2009",7-57 Releasing,
Our City Dreams,Our City Dreams,"Feb 4, 2009",First Run Features,Documentary
The Wild Child,The Wild Child,"Sep 9, 1970",The Film Desk,Drama
Le combat dans l'île,Le combat dans l'île,"Jun 12, 2009",The Film Desk,Thriller/Suspense
Brief Interviews with Hideo…,Brief Interviews wit,"Sep 25, 2009",IFC Films,
Rab Ne Bana Di Jodi,Rab Ne Bana Di Jodi,"Dec 12, 2008",Yash Raj Films,Drama
Trouble the Water,Trouble the Water,"Aug 22, 2008",Zeitgeist,Documentary
Tony Manero,Tony Manero,"Jul 3, 2009",Lorber Films,Drama
The Edge of Love,The Edge of Love,"Mar 13, 2009",Image Entertainment,Drama
Beyond a Reasonable Doubt,Beyond a Reasonable ,"Sep 11, 2009",Anchor Bay Entert…,Thriller/Suspense
Of Time and the City,Of Time and the City,"Jan 23, 2009",Strand Releasing,Documentary
Changeling,Changeling,"Oct 24, 2008",Universal,Thriller/Suspense
Super Capers,Super Capers,"Mar 20, 2009",Roadside Attractions,Adventure
24 City,24 City,"Jun 5, 2009",Cinema Guild,
American Swing,American Swing,"Mar 27, 2009",Magnolia Pictures,Documentary
Teza,Teza,"Sep 18, 2009",Mypheduh Film,
The Windmill Movie,The Windmill Movie,"Jun 17, 2009",The Film Desk,
The Betrayal,The Betrayal,"Nov 21, 2008",Cinema Guild,Documentary
The Loss of a Teardrop Diamond,The Loss of a Teardr,"Dec 30, 2009",Paladin,Drama
Mancora,Mancora,"Mar 20, 2009",Maya Releasing,Drama
Lola Montes (1955) (Re-Rele…,Lola Montes (1955) (,"Oct 10, 2008",Rialto Pictures,Drama
The Bicycle Thief,The Bicycle Thief,"Oct 2, 1998",,Drama
Call of the Wild 3D,Call of the Wild 3D,"Jun 12, 2009",Vivendi Entertain…,Drama
Explicit Ills,Explicit Ills,"Mar 6, 2009",Peace Arch Releasing,
An American Affair,An American Affair,"Feb 27, 2009",Screen Media Films,Drama
The Singing Revolution,The Singing Revoluti,"Dec 7, 2007",Abramorama Films,Documentary
"Léon Morin, Priest","Léon Morin, Priest","Apr 17, 2009",,Drama
Surveillance,Surveillance,"Jun 26, 2009",Magnolia Pictures,Thriller/Suspense
Guest of Cindy Sherman,Guest of Cindy Sherm,"Mar 27, 2009",Trela,Documentary
The Garden,The Garden,"Apr 24, 2009",Oscilloscope Pict…,Documentary
Earth Days,Earth Days,"Aug 14, 2009",Zeitgeist,Documentary
The Answer Man,The Answer Man,"Jul 24, 2009",Magnolia Pictures,Romantic Comedy
Ciao,Ciao,"Dec 5, 2008",Regent Releasing,
Perestroika,Perestroika,"Mar 20, 2009",Strand Releasing,
Nursery University,Nursery University,"Apr 24, 2009",Variance Films,
The Last International Playboy,The Last Internation,"Jun 12, 2009",,Comedy
Stranded: I've Come from a …,Stranded: I've Come ,"Oct 22, 2008",Zeitgeist,Documentary
Serious Moonlight,Serious Moonlight,"Dec 4, 2009",Magnolia Pictures,
Gotta Dance,Gotta Dance,"Jul 31, 2009",Mitropoulos Films,
Kal Kissne Dekha,Kal Kissne Dekha,"Jun 12, 2009",Big Pictures,
Death in Love,Death in Love,"Jul 17, 2009",Screen Media Films,Thriller/Suspense
Downloading Nancy,Downloading Nancy,"Jun 5, 2009",Strand Releasing,
JCVD,JCVD,"Nov 7, 2008",Peace Arch Releasing,Comedy
"You, The Living","You, The Living","Jul 31, 2009",Palisades,
The Last Lullaby,The Last Lullaby,"May 1, 2009",,Drama
Not Quite Hollywood,Not Quite Hollywood,"Jul 31, 2009",Magnet Pictures,Documentary
Weather Girl,Weather Girl,"Jul 10, 2009",Self Distributed,
Walt and El Grupo,Walt and El Grupo,"Sep 10, 2009",Walt Disney,Documentary
If I Die Tonight,If I Die Tonight,"Jul 31, 2009",Indican Pictures,
A Wink and a Smile,A Wink and a Smile,"May 1, 2009",First Run Features,Documentary
The Open Road,The Open Road,"Aug 28, 2009",Anchor Bay Entert…,Drama
"Jeanne Dielman, 23 Quai du …","Jeanne Dielman, 23 Q","Mar 23, 1983",Janus Films,Drama
Donkey Punch,Donkey Punch,"Jan 23, 2009",Magnolia Pictures,Thriller/Suspense
Man on Wire,Man on Wire,"Jul 25, 2008",Magnolia Pictures,Documentary
Severed Ways: The Norse Dis…,Severed Ways: The No,"Mar 13, 2009",Magnolia Pictures,Adventure
Blessed is the Match: The L…,Blessed is the Match,"Jan 28, 2009",Balcony Releasing,Documentary
Killshot,Killshot,"Jan 23, 2009",Weinstein Co.,Thriller/Suspense
Sita Sings the Blues,Sita Sings the Blues,"Dec 25, 2009",Self Distributed,Musical
Women in Trouble,Women in Trouble,"Nov 13, 2009",Screen Media Films,Drama
Between Love & Goodbye,Between Love & Goodb,"Jan 30, 2009",Embrem Entertainment,Drama
Hope & Redemption: The Lena…,Hope & Redemption: T,"Mar 13, 2009",American World Pi…,Drama
Dare,Dare,"Nov 13, 2009",Image Entertainment,Drama
Good,Good,"Dec 31, 2008",ThinkFilm,Drama
Adventures of Power,Adventures of Power,"Oct 9, 2009",Variance Films,Comedy
The New Twenty,The New Twenty,"Mar 20, 2009",Wolfe Twenty,
A Town Called Panic,A Town Called Panic,"Dec 16, 2009",Zeitgeist,Adventure
Passchendaele,Passchendaele,"Oct 24, 2008",Alliance Atlantis,Drama
Local Color,Local Color,"Jul 3, 2009",Monterey Media,Drama
Timecrimes,Timecrimes,"Dec 12, 2008",Magnolia Pictures,Thriller/Suspense
The Wedding Song,The Wedding Song,"Oct 9, 2009",Strand Releasing,
Splinterheads,Splinterheads,"Nov 6, 2009",Paladin,Comedy
Mr. Hulot's Holiday,Mr. Hulot's Holiday,"Jun 16, 1954",Janus Films,Comedy
Tennessee,Tennessee,"Jun 5, 2009",Vivendi Entertain…,Drama
Storm,Storm,"Oct 30, 2009",Film Movement,Drama
Small Change,Small Change,"Nov 24, 2009",New World,Comedy
Five Minutes of Heaven,Five Minutes of Heav,"Aug 21, 2009",IFC Films,Drama
Home,Home,"Apr 23, 2009",Monterey Media,Drama
The Education of Charlie Banks,The Education of Cha,"Nov 7, 2007",Anchor Bay Entert…,Drama
St. Trinian’s,St. Trinian’s,"Oct 9, 2009",NeoClassics Films,Comedy
Chocolate,Chocolate,"Jan 30, 2009",Magnolia Pictures,Action
Lion's Den,Lion's Den,"Jul 3, 2009",Strand Releasing,
Kabei: Our Mother,Kabei: Our Mother,"May 8, 2009",Strand Releasing,Drama
Daddy Cool,Daddy Cool,"Aug 28, 2009",Big Pictures,
Carmen and Geoffrey,Carmen and Geoffrey,"Mar 13, 2009",First Run Features,
Tum Mile,Tum Mile,"Nov 13, 2009",Viva Entertainment,Drama
Mississippi Mermaid,Mississippi Mermaid,"Jan 15, 1999",MGM,Drama
Laila's Birthday,Laila's Birthday,"May 29, 2009",Kino International,Black Comedy
The Escapist,The Escapist,"Apr 3, 2009",ThinkFilm,Thriller/Suspense
Sherman's Way,Sherman's Way,"Mar 6, 2009",,
The Window,The Window,"May 1, 2009",Film Movement,Drama
13B,13B,"Mar 6, 2009",Big Pictures,Horror
The Beautiful Truth,The Beautiful Truth,"Nov 14, 2008",Cinema Libre,Documentary
Fallen Idol: The Yuri Gagar…,Fallen Idol: The Yur,"Oct 2, 2009",Indican Pictures,Documentary
Max Payne,Max Payne,"Oct 17, 2008",20th Century Fox,Action
Sex Positive,Sex Positive,"Jun 12, 2009",Regent Releasing,Documentary
Defamation,Defamation,"Nov 20, 2009",First Run Features,
Betty Blue,Betty Blue,"Jun 12, 2009",,Drama
Dev D,Dev D,"Feb 6, 2009",UTV Communications,Drama
Chelsea on the Rocks,Chelsea on the Rocks,"Oct 2, 2009",Aliquot Films,Documentary
One Peace at a Time,One Peace at a Time,"Dec 4, 2009",Monterey Media,Documentary
American Streetballers,American Streetballe,"Aug 21, 2009",MSK Productions,Drama
Quiet Chaos,Quiet Chaos,"Jun 26, 2009",IFC Films,Drama
Taxidermia,Taxidermia,"Aug 14, 2009",Regent Releasing,Comedy
I Hate Valentine's Day,I Hate Valentine's D,"Jul 3, 2009",IFC Films,Romantic Comedy
I.O.U.S.A.,I.O.U.S.A.,"Aug 22, 2008",Roadside Attractions,Documentary
Peter and Vandy,Peter and Vandy,"Oct 9, 2009",Strand Releasing,
Santa vs. The Snowman,Santa vs. The Snowma,"Nov 6, 2002",IMAX Films,Adventure
City of Ember,City of Ember,"Oct 10, 2008",20th Century Fox,Adventure
Eldorado,Eldorado,"May 1, 2009",Film Movement,
Home,Home,"Nov 27, 2009",Lorber Films,Drama
The Art of Being Straight,The Art of Being Str,"Jun 5, 2009",Regent Releasing,
The Vanished Empire,The Vanished Empire,"Jul 10, 2009",Kino International,Drama
The Missing Person,The Missing Person,"Nov 20, 2009",Strand Releasing,
"Live Fast, Die Young","Live Fast, Die Young","Oct 24, 2008",Riverrain,Drama
Act of God,Act of God,"Jul 31, 2009",Zeitgeist,
Oblivion,Oblivion,"Apr 22, 2009",Icarus Films,Documentary
Fix,Fix,"Nov 20, 2009",Mangusta Productions,
Mammoth,Mammoth,"Nov 20, 2009",IFC Films,Drama
Robert Blecker Wants Me Dead,Robert Blecker Wants,"Feb 27, 2009",Atlas Media Group,
Janky Promoters,Janky Promoters,"Oct 16, 2009",Third Rail,Comedy
An American Journey,An American Journey,"Oct 2, 2009",Lorber Films,Documentary
Objectified,Objectified,"May 8, 2009",,Documentary
Blind Date,Blind Date,"Sep 25, 2009",Variance Films,
Dillinger is Dead,Dillinger is Dead,"Jul 10, 2009",Janus Films,Drama
Winter of Frozen Dreams,Winter of Frozen Dre,"Apr 10, 2009",Monterey Media,Drama
Grace,Grace,"Aug 14, 2009",Anchor Bay Entert…,Horror
Yonkers Joe,Yonkers Joe,"Jan 9, 2009",Magnolia Pictures,Drama
Monsieur Verdoux,Monsieur Verdoux,"Apr 11, 1947",The Film Desk,Black Comedy
Endgame,Endgame,"Nov 6, 2009",Monterey Media,Drama
Shadowland,Shadowland,"Jul 24, 2009",,Horror
Loren Cass,Loren Cass,"Jul 24, 2009",Kino International,Drama
Spinning into Butter,Spinning into Butter,"Mar 27, 2009",Screen Media Films,
Reunion,Reunion,"Mar 6, 2009",The Talking Pictu…,
Eleven Minutes,Eleven Minutes,"Feb 13, 2009",Regent Releasing,Documentary
Louise Bourgeois,Louise Bourgeois,"Jun 25, 2008",Zeitgeist,Documentary
Jazz in the Diamond District,Jazz in the Diamond ,"Apr 24, 2009",Truly Indie,
Looking for Palladin,Looking for Palladin,"Oct 30, 2009",,Comedy
Cowboy and Lucky,Cowboy and Lucky,"Oct 22, 2009",Self Distributed,
I Sell the Dead,I Sell the Dead,"Aug 7, 2009",IFC Films,Horror
Munyurangabo,Munyurangabo,"May 29, 2009",Film Movement,
Scott Walker: 30 Century Man,Scott Walker: 30 Cen,"Feb 27, 2009",,Documentary
Mutant Chronicles,Mutant Chronicles,"Apr 24, 2009",Magnolia Pictures,Action
Lifelines,Lifelines,"Apr 3, 2009",Kanbar Entertainment,
The New Year Parade,The New Year Parade,"Oct 30, 2009",,Drama
The Skeptic,The Skeptic,"May 1, 2009",IFC Films,Thriller/Suspense
The Perfect Sleep,The Perfect Sleep,"Mar 13, 2009",Cinema Epoch,Thriller/Suspense
The Good Soldier,The Good Soldier,"Nov 11, 2009",Artistic License,Documentary
The Bride & The Grooms,The Bride & The Groo,"Apr 24, 2009",Sumbadhat Product…,Romantic Comedy
Waiting for Dublin,Waiting for Dublin,"Mar 13, 2009",Cinema Libre,Romantic Comedy
Lake Tahoe,Lake Tahoe,"Jul 10, 2009",Film Movement,
Momma's Man,Momma's Man,"Aug 22, 2008",ThinkFilm,Comedy
Gogol Bordello Non-Stop,Gogol Bordello Non-S,"Sep 11, 2009",Lorber Films,
What Goes Up,What Goes Up,"May 29, 2009",,
Antarctica,Antarctica,"Aug 29, 2008",Regent Releasing,Romantic Comedy
Dhoondte Reh Jaoge,Dhoondte Reh Jaoge,"Mar 6, 2009",UTV Communications,Comedy
The Strip,The Strip,"Dec 4, 2009",Truly Indie,
Daytime Drinking,Daytime Drinking,"Jun 5, 2009",Eleven Arts,
Gigante,Gigante,"Dec 30, 2009",Film Movement,
The Death Factory Bloodletting,The Death Factory Bl,"May 15, 2009",Nocturnal Features,Horror
Death of a Ghost Hunter,Death of a Ghost Hun,"Jun 12, 2009",Nocturnal Features,Horror
The Ministers,The Ministers,"Oct 16, 2009",Maya Releasing,Drama
Call+Response,Call+Response,"Oct 10, 2008",Fair Trade Pictures,Documentary
Alexandra,Alexandra,"Mar 28, 2008",Cinema Guild,Drama
Bob Funk,Bob Funk,"Feb 27, 2009",Cinema Epoch,
The Marc Pease Experience,The Marc Pease Exper,"Aug 21, 2009",Paramount Vantage,Comedy
Eden,Eden,"Nov 14, 2008",,Drama
Afterschool,Afterschool,"Oct 2, 2009",IFC Films,Drama
Pontypool,Pontypool,"May 29, 2009",IFC Films,Thriller/Suspense
Cadillac Records,Cadillac Records,"Dec 5, 2008",Sony Pictures,Drama
Gooby,Gooby,"Apr 17, 2009",Monterey Media,Drama
"Otto; Or, Up with Dead People","Otto; Or, Up with De","Nov 7, 2008",Strand Releasing,Drama
Familiar Strangers,Familiar Strangers,"Nov 14, 2008",Cavalier Films,Comedy
Ricky,Ricky,"Dec 16, 2009",IFC Films,
Sandstorm,Sandstorm,"Sep 4, 2009",Self Distributed,Drama
Humble Pie,Humble Pie,"Nov 6, 2009",Monterey Media,
Devil Girl,Devil Girl,"Sep 18, 2009",Nocturnal Features,
Made in Jamaica,Made in Jamaica,"Jan 23, 2009",ArtMattan Films,Documentary
The Blue Tooth Virgin,The Blue Tooth Virgi,"Sep 25, 2009",Regent Releasing,
Breakfast with Scot,Breakfast with Scot,"Oct 10, 2008",Regent Releasing,Drama
Mein Fuhrer: The Truly True…,Mein Fuhrer: The Tru,"Aug 14, 2009",,
America Betrayed,America Betrayed,"Mar 27, 2009",First Run Features,Documentary
Give Me Your Hand,Give Me Your Hand,"Sep 11, 2009",Strand Releasing,Drama
The Village Barbershop,The Village Barbersh,"Jan 16, 2009",Monterey Media,Drama
Confessions of a Ex-Doofus-…,Confessions of a Ex-,"Aug 14, 2009",Self Distributed,Adventure
Sikandar,Sikandar,"Aug 21, 2009",Reliance Big Pict…,Thriller/Suspense
Shuttle,Shuttle,"Mar 6, 2009",Truly Indie,Horror
The Canyon,The Canyon,"Oct 23, 2009",Truly Indie,Thriller/Suspense
Ghosted,Ghosted,"Jul 31, 2009",First Run Features,Drama
WALL-E,WALL-E,"Jun 27, 2008",Walt Disney,Adventure
Incendiary,Incendiary,"Feb 6, 2009",Capitol Films,
Love Comes Lately,Love Comes Lately,"Jun 13, 2008",Kino International,Drama
Break,Break,"May 1, 2009",Cinema Epoch,Action
Food Beware,Food Beware,"Oct 16, 2009",First Run Features,Documentary
Tru Loved,Tru Loved,"Oct 17, 2008",Regent Releasing,Romantic Comedy
Shanghai Red,Shanghai Red,,,Thriller/Suspense
House of the Sleeping Beauties,House of the Sleepin,"Nov 14, 2008",First Run Features,Drama
Sixty Six,Sixty Six,"Aug 1, 2008",First Independent…,Comedy
Save Me,Save Me,"Sep 5, 2008",First Run Features,Drama
I Can't Think Straight,I Can't Think Straig,"Nov 21, 2008",Regent Releasing,Romantic Comedy
How to be a Serial Killer,How to be a Serial K,"Jul 24, 2009",Monterey Media,
Teeth,Teeth,"Jan 18, 2008",Roadside Attractions,Comedy
Kings of the Evening,Kings of the Evening,,,Drama
Yiddish Theater: A Love Story,Yiddish Theater: A L,"Nov 21, 2007",New Love Films,Documentary
12 in a Box,12 in a Box,"Aug 7, 2009",Cinevolve Studios,
"Patrik, Age 1.5","Patrik, Age 1.5","Aug 14, 2009",,Comedy
El Tinte de la Fama,El Tinte de la Fama,"Aug 7, 2009",Cinevolve Studios,Drama
I don't hear the guitar any…,I don't hear the gui,"Feb 25, 2008",The Film Desk,Drama
The Amazing Truth About Que…,The Amazing Truth Ab,"Sep 26, 2008",Regent Releasing,Drama
The Objective,The Objective,"Feb 4, 2009",IFC Films,Horror
Dog Eat Dog,Dog Eat Dog,"Jan 23, 2009",,
