link,Running Time,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Release Date,MPAA Rating,Production Budget,Franchise
https://www.the-numbers.com/movie/It-Chapter-Two-(2019)#tab=summary,169 minutes,Horror,Live Action,Contemporary Fiction,"New Line Cinema,Vertigo Entertainment,Rideback,Double Dream",United States,English,"September 04, 2019","Rfor disturbing violent content and bloody images throughout, pervasive language, and some crude sexual material.(Rating bulletin 2588 (Cert #52302), 7/24/2019)","$70,000,000",It
https://www.the-numbers.com/movie/Secret-Life-of-Pets-2-The-(2019)#tab=summary,92 minutes,Adventure,Digital Animation,Kids Fiction,"Illumination Entertainment,Universal Pictures,Chris Meledandri",United States,English,"May 24, 2019","PGfor some action and rude humor.(Rating bulletin 2569 (Cert #52089), 3/13/2019)","$80,000,000",The Secret Life of Pets
https://www.the-numbers.com/movie/My-People-My-Country-(2019-China)#tab=summary,158 minutes,Drama,Live Action,Historical Fiction,,China,Mandarin,"September 27, 2019",Not Rated,,My People
https://www.the-numbers.com/movie/Pokemon-Detective-Pikachu-(2019)#tab=summary,104 minutes,Comedy,Animation/Live Action,Kids Fiction,"Warner Bros.,Legendary Pictures,Toho Co","United States,Japan",English,"May 03, 2019","PGfor action/peril, some rude and suggestive humor, and thematic elements.(Rating bulletin 2568 (Cert #52005), 3/6/2019)","$150,000,000",Pokemon
https://www.the-numbers.com/movie/Alita-Battle-Angel-(2019)#tab=summary,122 minutes,Action,Animation/Live Action,Science Fiction,"20th Century Fox,Lightstorm Entertainment,Troublemaker Studios",United States,English,"February 01, 2019","PG-13for sequences of sci-fi violence and action, and for some language(Rating bulletin 2562 (Cert #51150), 1/23/2019)","$170,000,000",
https://www.the-numbers.com/movie/1917-(2019)#tab=summary,119 minutes,Thriller/Suspense,Live Action,Historical Fiction,"Dreamworks LLC,Neal Street,New Republic Pictures,Reliance Entertainment,Amblin Partners","United States,United Kingdom",English,"December 25, 2019","Rfor violence, some disturbing images, and language.(Rating bulletin 2600 (Cert #52437), 10/16/2019)","$100,000,000",
https://www.the-numbers.com/movie/Shazam-(2019)#tab=summary,132 minutes,Action,Live Action,Super Hero,"New Line Cinema,The Safran Company,DC Films",United States,English,"April 03, 2019","PG-13for intense sequences of action, language, and suggestive material.(Rating bulletin 2565 (Cert #52028), 2/13/2019)","$85,000,000",DC Extended UniverseShazam
https://www.the-numbers.com/movie/Dumbo-(2019)#tab=summary,130 minutes,Adventure,Animation/Live Action,Kids Fiction,"Walt Disney Pictures,Tim Burton,Infinite Detective,Secret Machine Entertainment",United States,English,"March 27, 2019","PGfor peril/action, some thematic elements, and brief mild language(Rating bulletin 2561 (Cert #51988), 1/16/2019)","$170,000,000",Dumbo
https://www.the-numbers.com/movie/Crazy-Alien-(2019-China)#tab=summary,116 minutes,Black Comedy,Multiple Production Methods,Multiple Creative Types,,China,Mandarin,"February 01, 2019",,,
https://www.the-numbers.com/movie/Fei-Chi-Ren-Sheng-(China)(2019)#tab=summary,98 minutes,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,"February 01, 2019",,,
https://www.the-numbers.com/movie/Us-(2019)#tab=summary,116 minutes,Horror,Live Action,Contemporary Fiction,"Monkeypaw Pictures,Universal Pictures,Perfect World Pictures",United States,English,"March 20, 2019","Rfor violence/terror, and language.(Rating bulletin 2564 (Cert #52014), 2/6/2019)","$4,500,000",
https://www.the-numbers.com/movie/Parasite-(2019-South-Korea)#tab=summary,132 minutes,Black Comedy,Live Action,Contemporary Fiction,"Barunson E&A,Neon Films,CJ Entertainment",Republic of Korea,Korean,"May 30, 2019","Rfor language, some violence and sexual content.(Rating bulletin 2595 (Cert #52376), 9/11/2019)","$11,800,000",
https://www.the-numbers.com/movie/Glass-(2019)#tab=summary,128 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Blinding Edge Pictures,Blumhouse,Buena Vista Intl,Universal Pictures",United States,English,"January 17, 2019","PG-13for violence including some bloody images, thematic elements, and language.(Rating bulletin 2547 (Cert #51808), 10/3/2018)","$20,000,000",Unbreakable
https://www.the-numbers.com/movie/Dark-Phoenix-(2019)#tab=summary,114 minutes,Action,Live Action,Super Hero,"Marvel Studios,Kinberg Genre,Twentieth Century Fox,Hutch Parker",United States,English,"June 05, 2019","PG-13for intense sequences of sci-fi violence and action including some gunplay, disturbing images, and brief strong language.(Rating bulletin 2577 (Cert #51347), 5/8/2019)","$200,000,000",X-Men
https://www.the-numbers.com/movie/Shao-Nian-De-Ni-(China)#tab=summary,135 minutes,Drama,Live Action,Contemporary Fiction,"Goodfellas Pictures,Fat Kids Productions",China,Mandarin,"June 28, 2019",Not Rated,,
https://www.the-numbers.com/movie/Wu-Sha-(China)#tab=summary,90 minutes,Drama,Live Action,Contemporary Fiction,,China,Mandarin,"December 05, 2019",,,
https://www.the-numbers.com/movie/Weathering-with-You-(2019-Japan)#tab=summary,111 minutes,Drama,Digital Animation,Science Fiction,,Japan,Japanese,"July 19, 2019","PG-13for suggestive material, some violence and language.(Rating bulletin 2602 (Cert #52461), 10/30/2019)",,
https://www.the-numbers.com/movie/Lego-Movie-2-The-Second-Part-The-(2019)#tab=summary,107 minutes,Adventure,Digital Animation,Kids Fiction,"Lord Miller,Vertigo Entertainment,Rideback,Warner Bros.,Lego Systems A/S","United States,Australia,Denmark,Canada",English,"February 06, 2019","PGfor mild action and rude humor.
NOTE: EDITED FOR RE-RATE. CONTENT IS DIFFERENT FROM PREVIOUS PG RATED VERSION, BULLETIN NO. 2559 (1/2/19). ONLY THIS EDITED VERSION IS RATED. CHANGE IN RATING DESCRIPTOR ONLY.(Rating bulletin 2562 (Cert #51974), 1/23/2019)","$99,000,000",Lego
https://www.the-numbers.com/movie/Rocketman-(UK)-(2019)#tab=summary,121 minutes,Drama,Live Action,Dramatization,"MARV Films,Paramount Pictures,New Republic Pictures,Rocket Pictures","United Kingdom,United States",English,"May 22, 2019","Rfor language throughout, some drug use and sexual content.(Rating bulletin 2577 (Cert #51916), 5/8/2019)","$41,000,000",
https://www.the-numbers.com/movie/Abominable-(2019)#tab=summary,85 minutes,Adventure,Digital Animation,Kids Fiction,"Pearl Studio,DreamWorks Animation","United States,China",English,"September 19, 2019","PGfor some action and mild rude humor.(Rating bulletin 2571 (Cert #52124), 3/27/2019)","$75,000,000",
https://www.the-numbers.com/movie/White-Storm-2-The-Drug-Lords-(Hong-Kong)#tab=summary,99 minutes,Action,Live Action,Contemporary Fiction,"Entertainment Universe,Guangdong,Sublime Media Group,Sil-Metropole Organisation,Focus Films,Sun Entertainment Culture,Hero Films Co Ltd","Hong Kong,China",Cantonese,"July 04, 2019",Not Rated,,
https://www.the-numbers.com/movie/Gemini-Man-(2019)#tab=summary,116 minutes,Action,Animation/Live Action,Science Fiction,"Paramount Pictures,Skydance Productions,Jerry Bruckheimer Films,Fosun Pictures,Jerry Bruckheimer",United States,English,"October 03, 2019","PG-13for violence and action throughout, and brief strong language.(Rating bulletin 2589 (Cert #52305), 7/31/2019)","$140,000,000",
https://www.the-numbers.com/movie/Spies-in-Disguise-(2019)#tab=summary,104 minutes,Adventure,Digital Animation,Kids Fiction,"20th Century Fox Animation,Chernin Entertainment,Blue Sky Studios,20th Century Fox",United States,English,"December 25, 2019","PGfor action, violence, and rude humor.(Rating bulletin 2601 (Cert #52396), 10/23/2019)","$100,000,000",
https://www.the-numbers.com/movie/Escape-Room-(2019)#tab=summary,109 minutes,Horror,Live Action,Contemporary Fiction,"Original Film,Columbia Pictures",United States,English,"January 02, 2019","PG-13for terror/perilous action, violence, some suggestive material and language.(Rating bulletin 2555 (Cert #51440), 11/28/2018)","$9,000,000",Escape Room
https://www.the-numbers.com/movie/Yesterday-(UK)-(2019)#tab=summary,112 minutes,Romantic Comedy,Live Action,Contemporary Fiction,"Working Title Films,Universal Pictures,Perfect World Pictures",United Kingdom,English,"June 21, 2019","PG-13for suggestive content and language.(Rating bulletin 2566 (Cert #52054), 2/20/2019)",,
https://www.the-numbers.com/movie/Angry-Birds-Movie-2-The-(2019)#tab=summary,96 minutes,Adventure,Digital Animation,Kids Fiction,"Rovio Animation,Sony Pictures Animation","United States,Finland",English,"August 02, 2019","PGfor rude humor and action.(Rating bulletin 2583 (Cert #51937), 6/19/2019)","$65,000,000",Angry Birds
https://www.the-numbers.com/movie/Hustlers-(2019)#tab=summary,110 minutes,Drama,Live Action,Dramatization,"Gloria Sanchez,Nuyorican,STX Films,Annapurna Pictures",United States,English,"September 12, 2019","Rfor pervasive sexual material, drug content, language and nudity.(Rating bulletin 2593 (Cert #52354), 8/28/2019)","$20,700,000",
https://www.the-numbers.com/movie/Ad-Astra-(2019)#tab=summary,124 minutes,Thriller/Suspense,Live Action,Science Fiction,"Regency Enterprises,Bona Film Group,Plan B Entertainment,20th Century Fox,New Regency,RT Features,Keep Your Head,MadRiver Pictures,TSG Entertainment","United States,Brazil",English,"September 19, 2019","PG-13for some violence and bloody images, and for brief strong language.(Rating bulletin 2589 (Cert #52303), 7/31/2019)","$80,000,000",
https://www.the-numbers.com/movie/Angel-Has-Fallen-(2019)#tab=summary,114 minutes,Thriller/Suspense,Live Action,Contemporary Fiction,"Lionsgate,Millennium Media,Millennium Films,G-Base",United States,English,"August 22, 2019","Rfor violence and language throughout.(Rating bulletin 2586 (Cert #52112), 7/10/2019)","$40,000,000",Has Fallen
https://www.the-numbers.com/movie/Yin-He-Bu-Xi-Ban-(China)#tab=summary,90 minutes,Drama,Live Action,Fantasy,,China,Mandarin,"July 12, 2019",Not Rated,,
https://www.the-numbers.com/movie/Curse-of-La-Llorona-The-(2019)#tab=summary,93 minutes,Horror,Live Action,Contemporary Fiction,"Atomic Monster,New Line Cinema,Emile Gladstone",United States,English,"April 17, 2019","Rfor violence and terror.(Rating bulletin 2550 (Cert #51743), 10/24/2018)","$9,000,000",The Conjuring
https://www.the-numbers.com/movie/Dora-and-the-Lost-City-of-Gold-(2019)#tab=summary,102 minutes,Adventure,Live Action,Kids Fiction,"Walden Media,Nickelodeon Films,Paramount Pictures,Paramount Players,Burr! Productions","United States,Australia",English,"August 08, 2019","PGfor action and some impolite humor.(Rating bulletin 2584 (Cert #51918), 6/26/2019)","$49,000,000",
https://www.the-numbers.com/movie/Meitantei-Conan-Konjo-no-Fisuto-(Japan)-(2019)#tab=summary,109 minutes,Adventure,Digital Animation,Contemporary Fiction,,Japan,Japanese,"April 12, 2019",,,
https://www.the-numbers.com/movie/Geukhanjikeob-(S-Korea)-(2019)#tab=summary,111 minutes,Action,Live Action,Contemporary Fiction,"CJ Entertainment,Hartbeat Productions",Republic of Korea,Korean,"January 23, 2019",Not Rated,,
https://www.the-numbers.com/movie/Fan-Tan-Feng-Bao-4-(China)(2019)#tab=summary,96 minutes,Action,Live Action,Contemporary Fiction,,"China,Hong Kong","Mandarin,Cantonese","April 03, 2019",,,Storm
https://www.the-numbers.com/movie/Gentlemen-The#tab=summary,113 minutes,Action,Live Action,Contemporary Fiction,"Miramax Films,STX Films,Toff Guy Films","United States,United Kingdom",English,"December 27, 2019","Rfor violence, language throughout, sexual references and drug content.(Rating bulletin 2604 (Cert #52394), 11/13/2019)","$22,000,000",
https://www.the-numbers.com/movie/Boonie-Bears-Blast-Into-The-Past-(China)(2019)#tab=summary,90 minutes,Adventure,Digital Animation,Kids Fiction,,China,"Mandarin,English","January 19, 2019",,,Boonie Bears
https://www.the-numbers.com/movie/Pet-Sematary-(2019)#tab=summary,100 minutes,Horror,Live Action,Contemporary Fiction,"Paramount Pictures,di Bonaventura Pictures,Room 101",United States,English,"April 05, 2019","Rfor horror violence, bloody images, and some language.(Rating bulletin 2570 (Cert #51765), 3/20/2019)","$21,000,000",Pet Sematary
https://www.the-numbers.com/movie/Good-Boys-(2019)#tab=summary,100 minutes,Comedy,Live Action,Contemporary Fiction,"Good Universe,Point Grey,Universal Pictures",United States,English,"August 14, 2019","Rfor strong crude sexual content, drug and alcohol material, and language throughout - all involving tweens.(Rating bulletin 2568 (Cert #52064), 3/6/2019)","$20,000,000",
https://www.the-numbers.com/movie/Scary-Stories-to-Tell-in-the-Dark-(2019)#tab=summary,111 minutes,Horror,Live Action,Historical Fiction,"Entertainment One,CBS Films,Rolling Hills,Starlight Media,Hivemind,1212 Entertainment,Double Dare You","United States,Canada",English,"August 08, 2019","PG-13for terror/violence, disturbing images, thematic elements, language including racial epithets, and brief sexual references.(Rating bulletin 2585 (Cert #52250), 7/3/2019)","$28,000,000",
